Time_s,Ground_Truth,Classical_Sensor_Steps_1_2,Quantum_Sensor_Steps_1_2,Classical_w_Env_Step_3,Quantum_w_Env_Step_3,Classical_ADC_SAR_Step_4,Quantum_ADC_DS_Step_4
2.782,-0.202820861261872,-0.276605029446254,-0.171560307834893,-0.251496583226178,-0.136563850005943,0,3.29999999999999
2.783,-0.20507626690306,-0.161619519451134,-0.126996622363099,-0.136641410770463,-0.0906160839280759,0,3.29999999999999
2.784,-0.208556500734586,-0.19576426577647,-0.247807257952094,-0.174149314967329,-0.210086034251312,0,3.29999999999999
2.785,-0.213113662688685,-0.212513719169363,-0.116736814044317,-0.18686520333012,-0.0786821472236638,0,3.29999999999999
2.786,-0.218591501068428,-0.251069648349521,-0.172096906156217,-0.227236698633418,-0.133661855843425,0,3.29999999999999
2.787,-0.224826429047522,-0.204861432888272,-0.262237592535731,-0.180523823460355,-0.227965331938599,0,3.29999999999999
2.788,-0.231648584926019,-0.130938990003989,-0.280097873250646,-0.104031033152392,-0.242060878035457,0,3.29999999999999
2.789,-0.238882929988081,-0.287431282364511,-0.196131688324302,-0.264757754958953,-0.15699090249529,0,3.29999999999999
2.79,-0.246350377592791,-0.195237843893583,-0.204366334457676,-0.167853101626469,-0.163282195486398,0,3.29999999999999
2.791,-0.253868946949343,-0.258831912497835,-0.291755856056446,-0.234580457835486,-0.250987679792685,0,3.29999999999999
2.792,-0.261254934886525,-0.341196999418887,-0.219580614826403,-0.314655930512523,-0.178805462099364,0,1.52109375
2.793,-0.268324098822155,-0.326576056055368,-0.284016035374445,-0.302251148570512,-0.24434738751103,0,0
2.794,-0.274892844073357,-0.290408565421455,-0.350384131185831,-0.26382860321926,-0.312494888521936,0,0
2.795,-0.280779408622657,-0.275798852032515,-0.388560142431261,-0.246389222602582,-0.352136485646263,0,0
2.796,-0.28580503846791,-0.244906032417448,-0.281496284602867,-0.217506934415808,-0.242017903245557,0,0
2.797,-0.289795146737107,-0.24936159662653,-0.366761701403397,-0.227767499309924,-0.327617026354188,0,0
2.798,-0.292580449840066,-0.310524544856936,-0.295722965335629,-0.282932571850132,-0.254737541145907,0,0
2.799,-0.293998074058776,-0.259842597057913,-0.338005032267248,-0.233442016386402,-0.302007419764132,0,0
2.8,-0.293892626146237,-0.27365563548072,-0.213306838174948,-0.247388718413826,-0.171154489115195,0,0
2.801,-0.2921172217066,-0.358910552929921,-0.354276645296337,-0.332618447007926,-0.319123690311359,0,0
2.802,-0.288534465370109,-0.294435810430425,-0.292076320424018,-0.269650981223216,-0.257553764426155,0,0
2.803,-0.283017377049538,-0.205640236816601,-0.284075470518858,-0.180659582114653,-0.243914053395788,0,0
2.804,-0.275450258871137,-0.233535264059336,-0.201935867607421,-0.206672975171947,-0.159282379246138,0,0
2.805,-0.265729497710782,-0.332344523969297,-0.269428105814257,-0.307776989810112,-0.231589594112633,0,0
2.806,-0.253764298631765,-0.238512556969081,-0.235113750007428,-0.213497824953834,-0.194997540581223,0,0
2.807,-0.239477344913925,-0.307777947904413,-0.172166448533839,-0.284961257023203,-0.133698481680735,0,0
2.808,-0.222805380781579,-0.198010844751756,-0.223819023934914,-0.171979098675941,-0.189317240107997,0,0
2.809,-0.20369971337742,-0.242598517833055,-0.224160207724418,-0.21949087857397,-0.184011622129796,0,0
2.81,-0.18212663098941,-0.17392437236679,-0.158433909857212,-0.147267168481628,-0.118007430000012,0,0
2.811,-0.158067735014724,-0.0299175954413056,-0.177256231365559,-0.00604607258679305,-0.140190264454263,0,0
2.812,-0.131520183635628,-0.151320606580956,-0.136876954825867,-0.127926768802624,-0.0958264810685722,0,0
2.813,-0.102496845685525,-0.0719428346231722,-0.138078435387456,-0.0471755637928368,-0.0995721943383829,0,0
2.814,-0.0710263636949427,-0.0455869667237084,-0.147767698917855,-0.0209450325337956,-0.104775137325882,0,0
2.815,-0.0371531256248206,-0.0132082031012549,-0.108967636333369,0.0092729638961526,-0.0693554098135861,0,0
2.816,-0.00093714531493061,0.0140943179310343,-0.11857243471719,0.0388081909800611,-0.0795938516146348,0,0
2.817,0.03754614780392,0.0580995829204449,-0.0275918938624512,0.0828264712668656,0.0127625221192957,0.200776150708236,0
2.818,0.078206208668516,0.10090642778408,0.0716963402187118,0.125156725922156,0.107589077046203,0.996033360793143,0
2.819,0.120937764634628,0.146625413440062,0.124606066463548,0.170151609949716,0.164801917882498,1.66318022740795,0
2.82,0.16562128954145,0.0602978393282061,0.15371596444879,0.0885760562938375,0.196044889259391,2.13899554758265,0
2.821,0.212123561217518,0.210293133079294,0.242681183659723,0.236130854844284,0.282847255783412,2.33596079974479,0
2.822,0.260298299380621,0.226704217949272,0.301769812911198,0.250130906101582,0.344636728735456,2.36103469129497,0
2.823,0.309986880424194,0.331711114495176,0.325669998101082,0.356763768228978,0.364625312261297,2.55015845208873,0
2.824,0.361019125143926,0.37800135558495,0.405924141391006,0.402669761036372,0.447575210089039,2.96259454280044,0
2.825,0.413214155040296,0.359680406433898,0.422503617830702,0.384242718445789,0.466850027695995,3.29400688533242,0
2.826,0.466381312440732,0.520408280955767,0.517516005159641,0.546869120786027,0.555647913836922,3.3,0
2.827,0.520321139319689,0.576010797659982,0.600027454045851,0.601583867797768,0.634830369933933,3.2788621487334,0
2.828,0.574826409357153,0.554567080845999,0.636528045326487,0.580403305569464,0.682322522250778,3.23437484372325,0
2.829,0.629683207472069,0.589895142887246,0.642193053244217,0.614824563964954,0.68265190346921,3.26712484654608,0
2.83,0.684672050792496,0.599251021016847,0.63546459019145,0.626771996833131,0.675241878265242,3.3,0
2.831,0.739569044786883,0.759025626044296,0.726198470090806,0.783554965605393,0.764382865537416,3.3,0
2.832,0.794147068076373,0.857661596142765,0.751593951751677,0.885527852711128,0.790255475212039,3.29934424391367,0
2.833,0.848176979282253,0.760886109217485,0.793633625925074,0.786960507730501,0.831900444627475,3.29047963098209,0
